subjID	session	Block	trialCount	earnings	Gam1Onset	Gam2Onset	FBOnset	KPs	RT	KPlate	RTlate	KP_Final	SLOnset	Gam1_1	Gam1_2	Gam2_1	Gam2_2	jit1	jit2	jit3	
16	2.000	1.000	1.000	786.000	70.968	73.803	75.055	8,	75.850,	nan	nan	8.000	78.070	321.000	-214.000	428.000	-214.000	1.836	1.252	3.736	
16	2.000	1.000	2.000	786.000	81.818	84.712	85.651	8,	86.207,	nan	nan	8.000	88.667	-428.000	321.000	-321.000	428.000	1.904	0.939	3.820	
16	2.000	1.000	3.000	786.000	92.499	94.414	96.201	9,	96.556,	nan	nan	9.000	99.219	-107.000	214.000	-321.000	321.000	0.924	1.788	3.627	
16	2.000	1.000	4.000	786.000	102.856	104.879	105.894	8,	106.218,	nan	nan	8.000	108.912	-428.000	214.000	-214.000	321.000	1.031	1.016	3.055	
16	2.000	1.000	5.000	786.000	111.976	114.028	115.275	9,	116.456,	nan	nan	9.000	118.288	-321.000	321.000	-428.000	428.000	1.059	1.248	3.119	
16	2.000	1.000	6.000	786.000	121.418	123.979	125.955	8,	126.584,	nan	nan	8.000	128.972	-428.000	214.000	-321.000	321.000	1.571	1.976	2.540	
16	2.000	1.000	7.000	786.000	131.522	133.217	133.933	9,	134.701,	nan	nan	9.000	136.946	-214.000	107.000	-321.000	214.000	0.703	0.717	3.370	
16	2.000	1.000	8.000	786.000	140.326	141.996	142.829	9,	143.885,	nan	nan	9.000	145.841	-107.000	428.000	-214.000	107.000	0.678	0.833	3.460	
16	2.000	1.000	9.000	786.000	149.311	151.111	152.238	8,	152.526,	nan	nan	8.000	155.255	-214.000	214.000	-321.000	428.000	0.809	1.127	3.582	
16	2.000	1.000	10.000	786.000	158.848	160.349	162.213	9,9,9,	162.247,162.792,163.629,	nan	nan	9.000	165.231	-428.000	428.000	-321.000	107.000	0.510	1.865	2.733	
16	2.000	1.000	11.000	786.000	168.002	169.659	170.868	8,	171.479,	nan	nan	8.000	173.880	-321.000	214.000	-107.000	107.000	0.693	1.209	3.768	
16	2.000	1.000	12.000	786.000	177.668	180.641	182.477	9,	182.641,	nan	nan	9.000	185.493	-321.000	214.000	-428.000	107.000	1.990	1.836	3.325	
16	2.000	1.000	13.000	786.000	188.831	190.740	192.735	9,	193.133,	nan	nan	9.000	195.752	-214.000	428.000	-107.000	107.000	0.920	1.995	3.987	
16	2.000	1.000	14.000	786.000	199.768	202.374	203.679	8,	204.108,	nan	nan	8.000	206.692	321.000	107.000	428.000	107.000	1.633	1.305	3.473	
16	2.000	1.000	15.000	786.000	210.179	211.898	213.459	8,	214.200,	nan	nan	8.000	216.476	-428.000	428.000	-214.000	107.000	0.732	1.561	2.759	
16	2.000	1.000	16.000	786.000	219.245	221.865	223.199	8,	223.537,	nan	nan	8.000	226.216	-428.000	428.000	-107.000	107.000	1.629	1.334	3.466	
16	2.000	1.000	17.000	786.000	229.694	231.908	232.721	8,	233.023,	nan	nan	8.000	235.738	-321.000	321.000	-214.000	428.000	1.223	0.814	2.785	
16	2.000	1.000	18.000	786.000	238.537	240.681	242.405	8,	243.107,	nan	nan	8.000	245.418	-214.000	214.000	-321.000	321.000	1.156	1.725	3.865	
16	2.000	1.000	19.000	786.000	249.309	250.828	252.809	9,	253.139,	nan	nan	9.000	255.826	-107.000	214.000	-428.000	321.000	0.543	1.981	2.688	
16	2.000	1.000	20.000	786.000	258.540	260.031	261.201	8,	261.696,	nan	nan	8.000	264.219	-214.000	214.000	-107.000	321.000	0.514	1.170	2.444	
16	2.000	1.000	21.000	786.000	266.677	268.237	269.788	9,	270.174,	nan	nan	9.000	272.805	-214.000	428.000	-107.000	214.000	0.572	1.551	3.106	
16	2.000	1.000	22.000	786.000	275.927	278.827	280.450	8,	280.927,	nan	nan	8.000	283.462	-321.000	214.000	-214.000	107.000	1.913	1.624	2.302	
16	2.000	1.000	23.000	786.000	285.778	287.431	288.692	9,	289.013,	nan	nan	9.000	291.705	-107.000	214.000	-428.000	107.000	0.664	1.262	3.563	
16	2.000	1.000	24.000	786.000	295.291	297.363	299.025	9,	299.369,	nan	nan	9.000	302.037	-214.000	428.000	-321.000	107.000	1.093	1.662	3.588	
