subjID	session	Block	trialCount	earnings	Gam1Onset	Gam2Onset	FBOnset	KPs	RT	KPlate	RTlate	KP_Final	SLOnset	Gam1_1	Gam1_2	Gam2_1	Gam2_2	jit1	jit2	jit3	
17	2.000	1.000	1.000	1321.000	84.887	87.195	87.816	8,	88.359,	nan	nan	8.000	90.831	321.000	-428.000	428.000	-428.000	1.320	0.621	2.103	
17	2.000	1.000	2.000	1321.000	92.944	94.908	96.189	8,	97.520,	nan	nan	8.000	99.201	-107.000	214.000	-428.000	321.000	0.973	1.281	2.347	
17	2.000	1.000	3.000	1321.000	101.559	103.784	104.829	8,	105.424,	nan	nan	8.000	107.840	-214.000	107.000	-321.000	214.000	1.233	1.045	2.199	
17	2.000	1.000	4.000	1321.000	110.049	112.974	113.754	8,	114.677,	nan	nan	8.000	116.766	-107.000	214.000	-321.000	321.000	1.932	0.780	2.469	
17	2.000	1.000	5.000	1321.000	119.245	121.307	122.660	9,	123.176,	nan	nan	9.000	125.678	-107.000	428.000	-214.000	214.000	1.069	1.354	3.209	
17	2.000	1.000	6.000	1321.000	128.897	130.456	132.147	9,	132.922,	nan	nan	9.000	135.166	-428.000	428.000	-107.000	107.000	0.568	1.691	3.447	
17	2.000	1.000	7.000	1321.000	138.629	140.573	142.510	8,	142.925,	nan	nan	8.000	145.523	-321.000	321.000	-214.000	428.000	0.958	1.937	2.559	
17	2.000	1.000	8.000	1321.000	148.093	150.680	151.208	9,	152.475,	nan	nan	9.000	154.221	-428.000	428.000	-107.000	214.000	1.595	0.529	2.373	
17	2.000	1.000	9.000	1321.000	156.605	158.438	159.705	9,	160.751,	nan	nan	9.000	162.723	-107.000	428.000	-321.000	107.000	0.842	1.267	3.273	
17	2.000	1.000	10.000	1321.000	166.030	168.280	170.202	9,	171.592,	nan	nan	9.000	173.220	-214.000	214.000	-428.000	107.000	1.281	1.923	2.418	
17	2.000	1.000	11.000	1321.000	175.650	177.541	179.135	8,	179.267,	nan	nan	8.000	182.148	-214.000	214.000	-107.000	321.000	0.900	1.595	2.598	
17	2.000	1.000	12.000	1321.000	184.756	186.677	187.529	9,	187.981,	nan	nan	9.000	190.547	-214.000	214.000	-321.000	428.000	0.929	0.852	2.309	
17	2.000	1.000	13.000	1321.000	192.866	194.396	195.349	nan	nan	nan	nan	nan	nan	-428.000	214.000	-321.000	321.000	0.539	0.953	2.129	
17	2.000	1.000	14.000	1321.000	200.527	202.023	203.854	8,	204.257,	nan	nan	8.000	206.872	321.000	107.000	428.000	107.000	0.505	1.831	3.074	
17	2.000	1.000	15.000	1321.000	209.967	211.559	213.535	9,	213.910,	nan	nan	9.000	216.554	-321.000	428.000	-214.000	107.000	0.611	1.976	3.190	
17	2.000	1.000	16.000	1321.000	219.760	222.616	224.278	9,	224.675,	nan	nan	9.000	227.296	-107.000	321.000	-428.000	107.000	1.870	1.662	3.010	
17	2.000	1.000	17.000	1321.000	230.316	232.276	233.972	9,	234.411,	nan	nan	9.000	236.988	-107.000	214.000	-428.000	107.000	0.968	1.696	3.582	
17	2.000	1.000	18.000	1321.000	240.585	242.203	242.857	8,	243.193,	nan	nan	8.000	245.875	-428.000	214.000	-214.000	321.000	0.630	0.654	2.971	
17	2.000	1.000	19.000	1321.000	248.861	250.556	252.126	9,	252.412,	nan	nan	9.000	255.138	-321.000	321.000	-107.000	214.000	0.707	1.571	3.627	
17	2.000	1.000	20.000	1321.000	258.800	261.463	263.212	9,	263.550,	nan	nan	9.000	266.230	-214.000	428.000	-321.000	214.000	1.696	1.749	3.859	
17	2.000	1.000	21.000	1321.000	270.103	272.348	273.561	8,	274.375,	nan	nan	8.000	276.579	-214.000	107.000	-321.000	321.000	1.257	1.214	3.055	
17	2.000	1.000	22.000	1321.000	279.656	282.452	284.249	9,	284.631,	nan	nan	9.000	287.267	-107.000	428.000	-428.000	107.000	1.817	1.797	2.180	
17	2.000	1.000	23.000	1321.000	289.493	291.982	292.607	8,	293.600,	nan	nan	8.000	295.625	-428.000	428.000	-214.000	107.000	1.532	0.625	2.990	
17	2.000	1.000	24.000	1321.000	298.630	301.516	303.477	9,	304.180,	nan	nan	9.000	306.495	-214.000	428.000	-107.000	214.000	1.899	1.961	2.984	
17	2.000	1.000	25.000	1321.000	309.508	311.787	313.183	9,	313.784,	nan	nan	9.000	316.200	-107.000	428.000	-214.000	321.000	1.305	1.397	3.151	
17	2.000	1.000	26.000	1321.000	319.363	321.109	322.294	9,	323.002,	nan	nan	9.000	325.311	-107.000	428.000	-214.000	107.000	0.756	1.185	3.949	
17	2.000	1.000	27.000	1321.000	329.271	331.447	333.311	8,	334.945,	nan	nan	8.000	336.324	-214.000	428.000	-107.000	428.000	1.185	1.865	2.778	
17	2.000	1.000	28.000	1321.000	339.117	341.478	342.913	8,	343.367,	nan	nan	8.000	345.926	-321.000	214.000	-214.000	107.000	1.373	1.436	2.727	
17	2.000	1.000	29.000	1321.000	348.667	350.435	351.272	9,	352.281,	nan	nan	9.000	354.284	-214.000	428.000	-321.000	107.000	0.780	0.838	2.186	
17	2.000	1.000	30.000	1321.000	356.485	358.561	359.307	8,	360.332,	nan	nan	8.000	362.319	-321.000	214.000	-107.000	107.000	1.088	0.746	2.617	
17	2.000	1.000	31.000	1321.000	364.951	367.592	368.878	9,	369.356,	nan	nan	9.000	371.890	-428.000	428.000	-321.000	107.000	1.653	1.286	3.312	
17	2.000	1.000	32.000	1321.000	375.224	377.249	378.930	8,	379.970,	nan	nan	8.000	381.942	-321.000	214.000	-428.000	107.000	1.045	1.682	2.270	
