subjID	session	Block	trialCount	earnings	Gam1Onset	Gam2Onset	FBOnset	KPs	RT	KPlate	RTlate	KP_Final	SLOnset	Gam1_1	Gam1_2	Gam2_1	Gam2_2	jit1	jit2	jit3	
12	2.000	1.000	1.000	1000.000	81.753	84.564	86.144	9,	86.478,	8.000	89.160	9.000	89.160	321.000	-214.000	428.000	-214.000	1.822	1.580	2.219	
12	2.000	1.000	2.000	1000.000	91.389	94.086	95.777	9,	96.337,	nan	nan	9.000	98.790	-107.000	428.000	-321.000	107.000	1.706	1.691	2.476	
12	2.000	1.000	3.000	1000.000	101.275	103.472	104.362	8,	104.412,	nan	nan	8.000	107.381	-428.000	321.000	-321.000	428.000	1.204	0.891	2.643	
12	2.000	1.000	4.000	1000.000	110.034	112.510	114.273	8,	114.593,	nan	nan	8.000	117.286	-428.000	214.000	-321.000	321.000	1.484	1.764	2.232	
12	2.000	1.000	5.000	1000.000	119.527	122.293	123.926	9,	124.265,	nan	nan	9.000	126.939	-214.000	428.000	-321.000	214.000	1.773	1.633	2.598	
12	2.000	1.000	6.000	1000.000	129.546	132.220	132.869	9,	133.338,	nan	nan	9.000	135.886	-107.000	214.000	-428.000	321.000	1.682	0.650	2.907	
12	2.000	1.000	7.000	1000.000	138.808	141.375	142.487	9,	142.871,	nan	nan	9.000	145.504	-107.000	428.000	-214.000	107.000	1.580	1.113	2.251	
12	2.000	1.000	8.000	1000.000	147.765	150.622	151.681	8,	151.984,	nan	nan	8.000	154.693	-428.000	214.000	-214.000	321.000	1.865	1.059	2.868	
12	2.000	1.000	9.000	1000.000	157.572	160.409	161.946	8,	162.347,	nan	nan	8.000	164.958	-321.000	321.000	-214.000	428.000	1.846	1.537	3.865	
12	2.000	1.000	10.000	1000.000	168.833	171.618	173.376	9,	173.552,	nan	nan	9.000	176.389	-214.000	214.000	-428.000	107.000	1.793	1.759	3.498	
12	2.000	1.000	11.000	1000.000	179.904	182.860	184.272	8,	184.573,	nan	nan	8.000	187.292	-428.000	321.000	-321.000	107.000	1.971	1.412	3.190	
12	2.000	1.000	12.000	1000.000	190.507	192.702	193.732	9,	193.875,	nan	nan	9.000	196.751	-321.000	214.000	-428.000	107.000	1.219	1.031	3.556	
12	2.000	1.000	13.000	1000.000	200.323	202.229	203.582	8,	204.009,	nan	nan	8.000	206.602	-214.000	107.000	-321.000	321.000	0.920	1.354	3.601	
12	2.000	1.000	14.000	1000.000	210.222	212.838	213.521	8,	214.223,	nan	nan	8.000	216.540	321.000	107.000	428.000	107.000	1.633	0.683	2.939	
12	2.000	1.000	15.000	1000.000	219.493	221.670	222.638	9,	222.700,	nan	nan	9.000	225.655	-107.000	321.000	-428.000	107.000	1.190	0.968	2.508	
