subjID	session	Block	trialCount	earnings	Gam1Onset	Gam2Onset	FBOnset	KPlate	RTlate	KPs	RT	KP_Final	SLOnset	Gam1_1	Gam1_2	Gam2_1	Gam2_2	jit1	jit2	jit3	
2	2.000	1.000	79.000	572.000	863.142	864.857	865.820	nan	nan	8,8,8,8,8,	866.514,866.845,867.136,867.429,867.700,	8.000	868.822	-107.000	321.000	-321.000	428.000	0.741	0.963	2.354	
2	2.000	1.000	80.000	572.000	871.202	873.445	874.942	nan	nan	9,9,9,	875.109,875.297,875.554,	9.000	877.944	-107.000	321.000	-214.000	107.000	1.267	1.498	2.592	
2	2.000	1.000	81.000	572.000	880.561	882.650	883.459	nan	nan	9,9,9,9,	884.675,884.958,885.214,885.454,	9.000	886.460	-321.000	428.000	-428.000	107.000	1.113	0.809	3.138	
2	2.000	1.000	82.000	572.000	889.625	891.892	893.843	nan	nan	8,8,8,8,8,	894.015,894.363,894.652,894.927,895.210,	8.000	896.845	-428.000	107.000	-214.000	214.000	1.291	1.952	2.913	
2	2.000	1.000	83.000	572.000	899.785	901.333	902.146	nan	nan	9,9,	903.477,903.822,	9.000	905.147	-214.000	321.000	-428.000	107.000	0.572	0.814	3.582	
2	2.000	1.000	84.000	572.000	908.757	911.515	912.434	nan	nan	8,8,8,8,8,8,	912.841,913.147,913.457,913.756,914.049,914.326,	8.000	915.435	-428.000	214.000	-214.000	428.000	1.783	0.920	2.727	
2	2.000	1.000	85.000	572.000	918.190	920.682	921.191	nan	nan	8,8,	922.798,923.136,	8.000	924.193	-321.000	321.000	-107.000	107.000	1.518	0.510	2.559	
2	2.000	1.000	86.000	572.000	926.779	929.350	930.447	nan	nan	9,9,9,9,9,	931.258,931.605,931.890,932.170,932.410,	9.000	933.449	-428.000	321.000	-107.000	107.000	1.595	1.098	3.325	
2	2.000	1.000	87.000	572.000	936.798	939.554	940.498	nan	nan	8,8,	942.077,942.368,	8.000	943.499	-428.000	107.000	-214.000	321.000	1.778	0.944	2.765	
2	2.000	1.000	88.000	572.000	946.292	949.108	950.056	nan	nan	8,8,8,8,	950.938,951.263,951.556,951.863,	8.000	953.058	-428.000	321.000	-214.000	428.000	1.841	0.949	3.254	
2	2.000	1.000	89.000	572.000	956.340	957.954	959.679	nan	nan	9,9,9,9,	960.633,960.999,961.268,961.511,	9.000	962.680	-428.000	428.000	-107.000	321.000	0.640	1.725	2.302	
