subjID	session	Block	trialCount	earnings	Gam1Onset	Gam2Onset	FBOnset	KPlate	RTlate	KPs	RT	KP_Final	SLOnset	Gam1_1	Gam1_2	Gam2_1	Gam2_2	jit1	jit2	jit3
1	2	1	71	666.389	795.322	797.14	798.011	nan	nan	8,8,8,8,	799.142,799.453,799.730,799.978,	8	801.013	54.64	183.02	81.75	149.62	0.838	0.871	3.061
1	2	1	72	666.389	804.095	806.541	808.184	nan	nan	8,8,	808.449,808.702,	8	811.186	66.83	122.32	54.64	149.62	1.465	1.643	3.28
1	2	1	73	666.389	814.488	817.15	818.517	nan	nan	9,9,9,	818.846,819.050,819.287,	9	821.519	81.75	149.62	66.83	223.87	1.682	1.368	3.961
1	2	1	74	666.389	825.502	827.841	828.693	nan	nan	9,9,9,	829.442,829.774,830.333,	9	831.694	66.83	149.62	44.67	183.02	1.359	0.852	2.932
1	2	1	75	666.389	834.649	836.438	838.11	nan	nan	8,8,8,	838.839,839.165,839.429,	8	841.111	44.67	66.83	81.75	66.83	0.809	1.672	3.685
1	2	1	76	666.389	844.818	846.308	847.522	nan	nan	8,8,	848.711,849.035,	8	850.524	54.64	223.87	81.75	149.62	0.51	1.214	3.904
1	2	1	77	666.389	854.45	856.402	858.06	nan	nan	9,9,	858.296,858.838,	9	861.062	66.83	122.32	54.64	223.87	0.973	1.658	3.833
1	2	1	78	666.389	864.918	866.827	868.773	nan	nan	9,9,9,	869.717,870.034,870.322,	9	871.774	44.67	223.87	81.75	122.32	0.929	1.947	3.627
1	2	1	79	666.389	875.424	877.145	878.107	nan	nan	8,8,8,8,	879.120,879.471,879.775,880.093,	8	881.109	54.64	183.02	66.83	149.62	0.741	0.963	2.354
1	2	1	80	666.389	883.485	885.732	887.23	nan	nan	9,9,9,9,9,	887.266,887.586,887.884,888.191,888.540,	9	890.232	44.67	183.02	66.83	122.32	1.267	1.498	2.592
1	2	1	81	666.389	892.846	894.938	895.746	nan	nan	8,	897.481,	8	898.748	44.67	223.87	54.64	183.02	1.113	0.809	3.138
1	2	1	82	666.389	901.909	904.18	906.131	nan	nan	9,9,	906.156,907.781,	9	909.133	66.83	223.87	81.75	122.32	1.291	1.952	2.913
1	2	1	83	666.389	912.069	913.621	914.434	nan	nan	8,8,8,	915.212,915.539,915.812,	8	917.435	81.75	122.32	54.64	149.62	0.572	0.814	3.582
1	2	1	84	666.389	921.041	923.803	924.722	nan	nan	9,9,9,9,9,	925.343,925.622,925.882,926.139,926.386,	9	927.724	54.64	223.87	81.75	122.32	1.783	0.92	2.727
1	2	1	85	666.389	930.474	932.97	933.48	nan	nan	8,8,8,	933.730,933.998,934.273,	8	936.481	54.64	223.87	66.83	183.02	1.518	0.51	2.559
1	2	1	86	666.389	939.064	941.638	942.735	nan	nan	9,9,9,9,	942.886,943.130,943.379,943.618,	9	945.737	44.67	183.02	81.75	122.32	1.595	1.098	3.325
1	2	1	87	666.389	949.086	951.843	952.786	nan	nan	8,8,8,	953.385,953.696,953.960,	8	955.788	81.75	183.02	54.64	149.62	1.778	0.944	2.765
1	2	1	88	666.389	958.577	961.396	962.344	nan	nan	8,8,8,8,	962.720,963.021,963.328,963.616,	8	965.346	66.83	223.87	81.75	149.62	1.841	0.949	3.254
1	2	1	89	666.389	968.624	970.243	971.967	nan	nan	8,8,8,	972.088,972.347,972.633,	8	974.969	44.67	223.87	54.64	149.62	0.64	1.725	2.302
1	2	1	90	666.389	977.295	979.642	981.607	nan	nan	8,8,8,	981.852,982.124,982.403,	8	984.609	44.67	223.87	81.75	183.02	1.368	1.966	3.203
1	2	1	91	666.389	987.836	989.333	991.164	nan	nan	9,9,9,9,9,	991.649,991.984,992.297,992.632,992.981,	9	994.166	44.67	149.62	54.64	122.32	0.519	1.831	3.916
1	2	1	92	666.389	998.107	1000.067	1001.194	nan	nan	8,8,	1001.549,1001.840,	8	1004.196	81.75	223.87	44.67	149.62	0.982	1.127	2.392
1	2	1	93	666.389	1006.613	1008.539	1010.399	nan	nan	8,8,	1010.751,1011.481,	8	1013.401	44.67	223.87	66.83	149.62	0.949	1.86	2.797
1	2	1	94	666.389	1016.223	1017.792	1018.393	nan	nan	8,8,8,8,	1019.131,1019.518,1019.838,1020.185,	8	1021.395	66.83	122.32	54.64	183.02	0.592	0.601	2.611
1	2	1	95	666.389	1024.031	1025.856	1026.746	nan	nan	9,9,9,9,	1027.554,1027.978,1028.338,1028.703,	9	1029.747	44.67	149.62	66.83	122.32	0.847	0.891	2.193
1	2	1	96	666.389	1031.965	1034.736	1036.287	nan	nan	8,8,8,8,	1036.871,1037.242,1037.913,1038.227,	8	1039.288	44.67	183.02	54.64	149.62	1.793	1.551	3.299
1	2	1	97	666.389	1042.612	1044.123	1044.98	nan	nan	9,9,	1046.357,1046.706,	9	1047.981	54.64	149.62	66.83	122.32	0.534	0.857	2.675
1	2	1	98	666.389	1050.683	1052.27	1054.014	nan	nan	9,9,9,	1055.296,1055.696,1056.010,	9	1057.016	44.67	183.02	54.64	122.32	0.611	1.744	3.531
1	2	1	99	666.389	1060.573	1062.517	1064.507	nan	nan	8,8,8,	1064.952,1065.318,1065.611,	8	1067.509	81.75	183.02	44.67	149.62	0.968	1.99	2.868
1	2	1	100	666.389	1070.402	1072.579	1074.52	nan	nan	8,8,	1074.899,1075.215,	8	1077.522	122.32	81.75	183.02	81.75	1.199	1.942	2.148
1	2	1	101	666.389	1079.695	1082.257	1083.49	nan	nan	8,8,	1084.583,1084.970,	8	1086.492	66.83	223.87	81.75	183.02	1.585	1.233	2.013
1	2	1	102	666.389	1088.531	1090.625	1091.414	nan	nan	9,9,9,	1091.907,1092.248,1092.546,	9	1094.415	44.67	149.62	81.75	122.32	1.117	0.789	2.334
1	2	1	103	666.389	1096.775	1099.029	1100.093	nan	nan	8,8,8,	1100.465,1100.727,1101.001,	8	1103.094	54.64	223.87	81.75	183.02	1.277	1.064	2.116
1	2	1	104	666.389	1105.236	1106.963	1107.598	nan	nan	8,8,8,8,	1108.086,1108.438,1108.726,1109.100,	8	1110.599	54.64	223.87	66.83	149.62	0.751	0.635	3.736
1	2	1	105	666.389	1114.362	1116.778	1118.098	nan	nan	9,9,9,	1118.276,1118.588,1119.114,	9	1121.1	66.83	122.32	44.67	223.87	1.441	1.32	2.72
1	2	1	106	666.389	1123.847	1125.8	1126.951	nan	nan	9,9,9,	1127.075,1127.382,1127.691,	9	1129.952	81.75	183.02	66.83	122.32	0.977	1.151	2.688
1	2	1	107	666.389	1132.667	1135.522	1136.832	nan	nan	9,9,	1137.151,1137.416,	9	1139.834	66.83	149.62	81.75	122.32	1.879	1.31	2.019
1	2	1	108	666.389	1141.88	1143.491	1145.259	nan	nan	9,9,	1145.534,1145.876,	9	1148.26	44.67	223.87	54.64	122.32	0.635	1.768	3.209
1	2	1	109	666.389	1151.496	1154.211	1155.227	nan	nan	8,8,	1156.453,1156.797,	8	1158.228	66.83	183.02	81.75	149.62	1.74	1.016	3.64
1	2	1	110	666.389	1161.895	1163.467	1164.676	nan	nan	9,9,9,	1165.166,1165.525,1165.853,	9	1167.678	54.64	183.02	81.75	122.32	0.596	1.209	2.135
1	2	1	111	666.389	1169.84	1172.642	1173.324	nan	nan	8,8,8,8,8,	1173.416,1173.760,1174.092,1174.431,1174.798,	8	1176.326	44.67	223.87	66.83	183.02	1.826	0.683	2.322
1	2	1	112	666.389	1178.675	1181.424	1182.15	nan	nan	8,8,	1182.755,1183.138,	8	1185.152	44.67	183.02	66.83	149.62	1.773	0.727	2.154
1	2	1	113	666.389	1187.333	1189.107	1191.039	nan	nan	9,9,9,9,9,	1191.266,1191.540,1191.850,1192.219,1192.667,	9	1194.041	66.83	149.62	81.75	223.87	0.799	1.932	2.855
1	2	1	114	666.389	1196.924	1199.262	1200.191	nan	nan	9,	1202.089,	9	1203.193	44.67	183.02	66.83	223.87	1.363	0.929	2.701
1	2	1	115	666.389	1205.922	1208.781	1210.669	nan	nan	9,9,	1212.048,1212.443,	9	1213.671	44.67	149.62	54.64	183.02	1.884	1.889	3.074
1	2	1	116	666.389	1216.773	1219.425	1220.629	nan	nan	8,8,8,8,	1220.931,1221.300,1221.641,1221.960,	8	1223.63	54.64	183.02	81.75	223.87	1.677	1.204	3.344
1	2	1	117	666.389	1227.003	1228.916	1230.708	nan	nan	9,9,9,	1230.960,1231.181,1231.485,	9	1233.71	66.83	149.62	81.75	183.02	0.939	1.793	2.637
1	2	1	118	666.389	1236.374	1238.192	1239.492	nan	nan	9,9,	1240.546,1240.928,	9	1242.493	66.83	183.02	81.75	223.87	0.842	1.301	3.408
1	2	1	119	666.389	1245.93	1248.075	1248.786	nan	nan	9,9,9,	1249.434,1249.821,1250.132,	9	1251.788	54.64	149.62	81.75	122.32	1.17	0.712	3.331
1	2	1	120	666.389	1255.149	1256.67	1258.52	nan	nan	9,	1259.651,	9	1261.521	54.64	223.87	66.83	122.32	0.548	1.85	2.842
1	2	1	121	666.389	1264.392	1266.981	1268.681	nan	nan	nan	nan	nan	nan	44.67	122.32	54.64	183.02	1.614	1.701	3.621
1	2	1	122	666.389	1275.344	1277.338	1279.092	nan	nan	9,9,	1279.264,1279.589,	9	1282.093	44.67	149.62	81.75	223.87	1.021	1.754	3.421
1	2	1	123	666.389	1285.544	1288.136	1288.983	nan	nan	9,9,9,9,	1289.103,1289.365,1289.648,1289.923,	9	1291.984	54.64	149.62	81.75	223.87	1.619	0.847	3.486
1	2	1	124	666.389	1295.501	1297.156	1297.863	nan	nan	8,8,8,	1298.135,1298.446,1298.752,	8	1300.865	66.83	122.32	81.75	183.02	0.683	0.707	3.492
1	2	1	125	666.389	1304.387	1307.031	1308.462	nan	nan	9,9,	1308.898,1309.278,	9	1311.463	122.32	223.87	183.02	223.87	1.672	1.431	3.691
1	2	1	126	666.389	1315.185	1317.858	1319.568	nan	nan	8,8,	1319.858,1320.092,	8	1322.57	44.67	122.32	81.75	183.02	1.701	1.711	2.264
1	2	1	127	666.389	1324.863	1326.486	1327.024	nan	nan	9,	1328.713,	9	1330.026	54.64	183.02	66.83	122.32	0.65	0.539	2.875
1	2	1	128	666.389	1332.93	1335.633	1336.456	nan	nan	8,8,8,	1336.840,1337.194,1337.509,	8	1339.457	44.67	122.32	66.83	183.02	1.73	0.823	3.987
1	2	1	129	666.389	1343.475	1345.752	1347.216	nan	nan	9,9,9,	1347.412,1347.747,1348.040,	9	1350.218	54.64	122.32	81.75	223.87	1.305	1.465	2.971
1	2	1	130	666.389	1353.219	1355.796	1357.544	nan	nan	nan	nan	nan	nan	54.64	122.32	66.83	149.62	1.605	1.749	2.437
1	2	1	131	666.389	1363.025	1364.661	1366.251	nan	nan	8,8,8,8,	1366.739,1367.086,1367.370,1367.842,	8	1369.253	44.67	122.32	54.64	149.62	0.664	1.59	3.357
1	2	1	132	666.389	1372.64	1375.54	1376.088	nan	nan	9,9,9,9,	1376.657,1377.072,1377.480,1377.957,	9	1379.089	44.67	183.02	54.64	223.87	1.928	0.548	3.479
1	2	1	133	666.389	1382.6	1384.896	1386.678	nan	nan	9,9,9,	1387.048,1387.383,1387.698,	9	1389.68	44.67	149.62	66.83	223.87	1.325	1.783	2.752
1	2	1	134	666.389	1392.463	1394.77	1396.557	nan	nan	8,8,8,8,	1396.851,1397.561,1397.960,1398.344,	8	1399.559	44.67	122.32	66.83	149.62	1.334	1.788	2.54
1	2	1	135	666.389	1402.13	1404.745	1405.794	8	1408.807	nan	nan	nan	nan	44.67	122.32	54.64	223.87	1.643	1.05	3.884
1	2	1	136	666.389	1412.723	1414.922	1416.805	nan	nan	9,9,9,9,	1417.249,1417.574,1417.881,1418.160,	9	1419.807	44.67	223.87	66.83	122.32	1.228	1.884	2.939
1	2	1	137	666.389	1422.777	1424.369	1425.293	nan	nan	9,9,9,9,	1425.599,1425.959,1426.290,1426.635,	9	1428.295	44.67	183.02	81.75	223.87	0.621	0.924	3.183
1	2	1	138	666.389	1431.51	1433.111	1434.136	nan	nan	9,9,9,9,9,	1434.744,1435.070,1435.367,1435.738,1436.052,	9	1437.138	66.83	122.32	81.75	223.87	0.63	1.026	3.723
1	2	1	139	666.389	1440.894	1443.247	1444.72	nan	nan	9,9,9,9,9,	1444.944,1445.217,1445.520,1445.946,1446.326,	9	1447.722	54.64	149.62	66.83	183.02	1.383	1.474	3.505
1	2	1	140	666.389	1451.261	1453.477	1454.729	nan	nan	9,9,9,9,	1455.219,1455.586,1455.906,1456.211,	9	1457.731	54.64	149.62	66.83	223.87	1.248	1.252	2.444
1	2	1	141	666.389	1460.207	1462.034	1462.809	nan	nan	8,8,8,	1463.715,1464.112,1464.419,	8	1465.81	54.64	122.32	81.75	183.02	0.857	0.775	3.286
1	2	1	142	666.389	1469.129	1472.007	1472.704	nan	nan	8,8,8,	1473.702,1474.135,1474.495,	8	1475.707	44.67	122.32	81.75	149.62	1.908	0.698	2.836
1	2	1	143	666.389	1478.575	1480.614	1482.527	nan	nan	9,9,9,	1483.215,1483.536,1483.808,	9	1485.529	54.64	149.62	81.75	183.02	1.069	1.913	3.196
1	2	1	144	666.389	1488.757	1491.684	1492.338	nan	nan	8,8,8,8,	1492.879,1493.258,1493.553,1493.840,	8	1495.34	44.67	149.62	81.75	183.02	1.957	0.654	2.399
1	2	1	145	666.389	1497.771	1500.09	1501.684	nan	nan	9,9,9,9,	1502.109,1502.404,1502.669,1502.916,	9	1504.686	54.64	183.02	66.83	223.87	1.349	1.595	3.601
1	2	1	146	666.389	1508.321	1510.634	1512.503	nan	nan	9,9,9,	1512.945,1513.302,1513.622,	9	1515.505	44.67	149.62	54.64	223.87	1.344	1.87	2.572
1	2	1	147	666.389	1518.11	1520.168	1521.768	nan	nan	8,8,8,	1521.784,1522.128,1522.396,	8	1524.769	66.83	122.32	81.75	149.62	1.088	1.6	2.006
1	2	1	148	666.389	1526.808	1528.823	1529.539	nan	nan	9,9,	1530.776,1531.130,	9	1532.541	44.67	149.62	66.83	183.02	1.045	0.717	2.99
1	2	1	149	666.389	1535.564	1537.072	1537.914	nan	nan	8,8,8,8,	1538.853,1539.228,1539.524,1539.817,	8	1540.916	44.67	122.32	81.75	223.87	0.539	0.842	3.633
1	2	1	150	666.389	1544.583	1546.168	1547.941	nan	nan	8,8,8,8,	1548.402,1548.760,1549.065,1549.356,	8	1550.943	44.67	122.32	66.83	122.32	0.616	1.773	2.508
1	2	1	151	666.389	1553.484	1556.357	1556.982	nan	nan	9,	1558.828,	9	1559.983	66.83	183.02	54.64	122.32	1.904	0.625	2.026
1	2	1	152	666.389	1562.042	1564.983	1565.564	nan	nan	9,9,9,	1566.779,1567.141,1567.446,	9	1568.566	66.83	223.87	54.64	122.32	1.971	0.582	2.772
1	2	1	153	666.389	1571.375	1572.946	1573.533	nan	nan	9,	1575.445,	9	1576.535	66.83	223.87	54.64	183.02	0.606	0.587	2.129
1	2	1	154	666.389	1578.697	1581.16	1582.899	nan	nan	8,8,8,	1583.381,1583.721,1584.009,	8	1585.9	54.64	223.87	44.67	183.02	1.494	1.74	2.167
1	2	1	155	666.389	1588.101	1590.057	1591.439	nan	nan	9,9,	1591.778,1592.012,	9	1594.441	66.83	223.87	44.67	122.32	0.987	1.383	2.064
1	2	1	156	666.389	1596.539	1598.765	1600.128	nan	nan	nan	nan	nan	nan	54.64	223.87	44.67	149.62	1.257	1.363	3.042
1	2	2	157	666.389	79.112	81.205	82.818	nan	nan	9,9,9,9,9,	82.966,83.288,83.595,83.891,84.184,	9	85.82	81.75	223.87	66.83	122.32	1.093	1.614	3.518
1	2	2	158	666.389	89.381	92.062	92.59	nan	nan	9,9,9,9,	93.328,93.631,93.895,94.173,	9	95.592	54.64	223.87	44.67	122.32	1.72	0.529	2.502
1	2	2	159	666.389	98.137	100.784	101.862	nan	nan	8,	102.469,	8	104.864	81.75	223.87	66.83	149.62	1.686	1.079	3.215
1	2	2	160	666.389	108.122	110.045	111.726	nan	nan	9,9,9,9,9,	111.923,112.270,112.573,112.874,113.163,	9	114.728	81.75	149.62	44.67	122.32	0.963	1.682	3.17
1	2	2	161	666.389	117.941	119.667	121.603	nan	nan	8,8,8,8,8,	121.707,122.057,122.381,122.660,122.917,	8	124.605	81.75	223.87	66.83	183.02	0.765	1.937	3.859
1	2	2	162	666.389	128.506	130.279	131.256	nan	nan	8,8,8,	131.778,132.171,132.466,	8	134.258	81.75	183.02	66.83	149.62	0.814	0.977	2.894
1	2	2	163	666.389	137.194	138.808	139.973	nan	nan	9,9,9,9,	140.797,141.173,141.434,141.714,	9	142.975	81.75	223.87	44.67	122.32	0.654	1.166	3.55
1	2	2	164	666.389	146.568	149.175	150.061	nan	nan	8,8,8,8,8,	150.727,151.055,151.345,151.628,151.895,	8	153.062	81.75	223.87	54.64	149.62	1.648	0.886	3.563
1	2	2	165	666.389	156.667	159.338	160.865	nan	nan	9,9,9,9,	160.942,161.197,161.476,161.766,	9	163.866	66.83	183.02	54.64	122.32	1.711	1.527	3.936
1	2	2	166	666.389	167.845	170.472	172.346	nan	nan	9,9,9,9,	172.883,173.132,173.369,173.600,	9	175.348	66.83	183.02	54.64	149.62	1.667	1.875	2.553
1	2	2	167	666.389	177.943	180.045	181.147	nan	nan	9,9,9,9,	181.494,181.763,182.027,182.279,	9	184.149	54.64	149.62	44.67	122.32	1.141	1.103	2.778
1	2	2	168	666.389	186.971	188.748	189.489	nan	nan	9,9,9,9,9,	190.298,190.623,190.927,191.217,191.477,	9	192.49	54.64	183.02	44.67	149.62	0.818	0.741	2.039
1	2	2	169	666.389	194.572	196.224	197.008	nan	nan	9,9,9,9,	197.667,198.002,198.295,198.592,	9	200.01	66.83	149.62	54.64	122.32	0.693	0.785	2.547
1	2	2	170	666.389	202.6	204.812	206.739	nan	nan	9,9,9,9,9,9,	206.967,207.259,207.558,207.832,208.072,208.342,	9	209.741	66.83	223.87	54.64	183.02	1.252	1.928	2.579
1	2	2	171	666.389	212.364	214.058	215.498	nan	nan	8,8,8,	215.648,215.942,216.224,	8	218.5	66.83	223.87	44.67	149.62	0.736	1.441	3.949
1	2	2	172	666.389	222.492	224.342	225.251	nan	nan	9,9,9,9,	226.287,226.615,226.861,227.114,	9	228.253	54.64	183.02	44.67	122.32	0.891	0.91	2.9
1	2	2	173	666.389	231.197	233.717	234.805	nan	nan	9,9,9,	235.943,236.325,236.638,	9	237.807	81.75	183.02	44.67	122.32	1.561	1.088	2.817
1	2	2	174	666.389	240.667	242.488	243.489	nan	nan	8,8,8,8,	244.499,244.804,245.085,245.350,	8	246.491	81.75	223.87	54.64	183.02	0.862	1.002	2.907
1	2	2	175	666.389	249.442	252.144	252.89	nan	nan	9,9,9,9,9,	253.425,253.814,254.095,254.357,254.829,	9	255.892	81.75	149.62	44.67	223.87	1.744	0.746	3.35
1	2	2	176	666.389	259.286	261.767	263.058	nan	nan	8,8,8,	263.680,263.993,264.268,	8	266.059	66.83	223.87	44.67	183.02	1.523	1.291	3.048
1	2	2	177	666.389	269.151	270.827	272.624	nan	nan	9,9,9,9,9,	273.084,273.447,273.766,274.056,274.306,	9	275.626	66.83	223.87	44.67	122.32	0.717	1.797	2.65
1	2	2	178	666.389	278.32	281.138	281.782	nan	nan	8,8,8,	282.970,283.296,283.547,	8	284.784	54.64	223.87	44.67	183.02	1.86	0.645	3.768
1	2	2	179	666.389	288.597	290.653	291.832	nan	nan	9,9,9,	293.107,293.445,293.730,	9	294.834	81.75	149.62	54.64	122.32	1.098	1.18	2.032
1	2	2	180	666.389	296.91	299.468	300.46	nan	nan	9,9,	301.928,302.273,	9	303.461	81.75	149.62	66.83	122.32	1.6	0.992	2.656
1	2	2	181	666.389	306.162	308.57	310.545	nan	nan	9,9,9,	311.737,312.075,312.344,	9	313.546	122.32	149.62	223.87	149.62	1.45	1.976	3.164
1	2	2	182	666.389	316.756	319.463	320.502	nan	nan	8,8,8,8,	321.439,321.807,322.102,322.384,	8	323.504	81.75	223.87	44.67	183.02	1.749	1.04	2.707
1	2	2	183	666.389	326.257	328.64	329.627	nan	nan	9,9,9,9,9,	330.191,330.559,330.908,331.245,331.545,	9	332.628	81.75	149.62	54.64	183.02	1.426	0.987	2.457
1	2	2	184	666.389	335.131	336.964	338.611	nan	nan	8,8,8,	338.745,339.068,339.335,	8	341.613	54.64	223.87	44.67	149.62	0.876	1.648	3.646
1	2	2	185	666.389	345.305	347.051	348.095	nan	nan	9,9,9,	348.301,348.558,348.803,	9	351.097	81.75	223.87	54.64	122.32	0.789	1.045	3.1
1	2	2	186	666.389	354.242	357.035	357.795	nan	nan	8,8,8,8,	358.479,358.827,359.109,359.383,	8	360.797	81.75	122.32	66.83	183.02	1.836	0.76	2.823
1	2	2	187	666.389	363.666	365.282	366.278	nan	nan	9,9,	366.614,366.886,	9	369.28	66.83	223.87	54.64	149.62	0.659	0.997	3.447
1	2	2	188	666.389	372.773	374.89	376.576	nan	nan	9,9,9,9,9,9,	376.974,377.314,377.602,377.862,378.113,378.376,	9	379.577	81.75	149.62	44.67	183.02	1.161	1.686	2.695
1	2	2	189	666.389	382.317	384.831	385.89	nan	nan	9,9,9,9,	386.279,386.891,387.156,387.402,	9	388.891	66.83	183.02	44.67	122.32	1.556	1.059	2.379
1	2	2	190	666.389	391.316	393.897	395.356	nan	nan	nan	nan	nan	nan	66.83	149.62	44.67	122.32	1.624	1.46	3.119
1	2	2	191	666.389	401.54	403.164	404.064	nan	nan	8,8,8,	405.156,405.492,405.772,	8	407.065	66.83	183.02	44.67	149.62	0.669	0.9	2.598
1	2	2	192	666.389	409.711	412.217	413.19	nan	nan	9,9,9,9,9,	413.549,413.895,414.205,414.514,414.793,	9	416.191	66.83	223.87	54.64	122.32	1.551	0.973	2.489
1	2	2	193	666.389	418.727	420.515	421.208	nan	nan	9,9,9,9,	421.517,421.910,422.209,422.457,	9	424.209	81.75	183.02	54.64	122.32	0.833	0.693	2.431
1	2	2	194	666.389	426.687	428.567	429.727	nan	nan	8,8,	429.980,430.282,	8	432.729	54.64	122.32	66.83	223.87	0.924	1.161	2.997
1	2	2	195	666.389	435.773	437.686	439.295	nan	nan	9,9,9,	440.057,440.382,440.649,	9	442.297	81.75	122.32	44.67	149.62	0.958	1.609	3.46
1	2	2	196	666.389	445.804	447.385	448.555	nan	nan	8,8,8,	448.789,449.023,449.322,	8	451.556	66.83	122.32	44.67	149.62	0.625	1.17	3.923
1	2	2	197	666.389	455.527	458.303	459.652	nan	nan	8,8,8,	459.771,460.108,461.264,	8	462.653	81.75	122.32	54.64	183.02	1.822	1.349	2.984
1	2	2	198	666.389	465.686	468.538	469.621	nan	nan	nan	nan	nan	nan	81.75	122.32	44.67	223.87	1.899	1.084	2
1	2	2	199	666.389	474.687	477.608	479.564	nan	nan	8,	481.529,	8	482.565	54.64	122.32	44.67	149.62	1.966	1.957	3.441
1	2	2	200	666.389	486.054	487.962	489.247	nan	nan	9,9,9,9,	489.801,490.137,490.407,490.665,	9	492.249	81.75	183.02	66.83	223.87	0.953	1.286	2.141
1	2	2	201	666.389	494.438	496.081	497.015	nan	nan	9,9,9,9,9,	497.728,498.047,498.323,498.599,498.983,	9	500.016	54.64	122.32	44.67	223.87	0.688	0.934	2.92
1	2	2	202	666.389	502.984	504.824	506.746	nan	nan	9,9,9,9,	507.091,507.374,507.639,507.875,	9	509.748	66.83	183.02	44.67	223.87	0.886	1.923	2.296
1	2	2	203	666.389	512.092	514.752	515.266	nan	nan	8,8,8,8,	515.702,516.066,516.367,516.654,	8	518.268	44.67	223.87	81.75	149.62	1.706	0.514	3.576
1	2	2	204	666.389	521.892	523.423	524.665	nan	nan	9,9,9,	524.967,525.210,525.462,	9	527.667	81.75	149.62	66.83	183.02	0.577	1.243	4
1	2	2	205	666.389	531.716	533.97	535.473	nan	nan	9,9,	535.676,536.236,	9	538.474	81.75	149.62	54.64	223.87	1.301	1.503	3.318
1	2	2	206	666.389	541.842	543.473	545.034	nan	nan	9,	546.792,	9	548.035	44.67	183.02	81.75	183.02	0.678	1.561	2.81
1	2	2	207	666.389	550.895	552.98	554.054	nan	nan	9,9,9,	554.526,554.862,555.143,	9	557.056	81.75	183.02	44.67	223.87	1.132	1.074	2.077
1	2	2	208	666.389	559.181	561.663	563.503	nan	nan	nan	nan	nan	nan	81.75	122.32	66.83	149.62	1.527	1.841	2.45
1	2	2	209	666.389	569.015	570.984	571.483	nan	nan	8,8,	571.710,571.892,	8	574.485	54.64	183.02	81.75	149.62	1.016	0.5	3.055
1	2	2	210	666.389	577.589	579.852	580.733	nan	nan	9,9,9,9,9,9,9,	580.876,581.145,581.429,581.710,581.969,582.212,582.464,	9	583.734	66.83	149.62	54.64	223.87	1.31	0.881	3.846
1	2	2	211	666.389	587.63	589.502	590.807	nan	nan	nan	nan	nan	nan	44.67	122.32	66.83	223.87	0.92	1.305	3.113
1	2	2	212	666.389	596.988	599.318	600.555	nan	nan	nan	nan	nan	nan	81.75	122.32	44.67	183.02	1.378	1.238	2.058
1	2	2	213	666.389	605.677	607.87	609.764	nan	nan	8,8,	610.273,610.508,	8	612.765	54.64	122.32	44.67	183.02	1.243	1.894	3.222
1	2	2	214	666.389	616.037	618.049	619.619	nan	nan	9,9,	619.913,620.247,	9	622.621	81.75	149.62	66.83	223.87	1.059	1.571	2.714
1	2	2	215	666.389	625.385	627.392	629.256	nan	nan	8,8,8,	629.676,630.088,630.570,	8	632.258	66.83	122.32	54.64	149.62	1.055	1.865	3.434
1	2	2	216	666.389	635.743	637.576	639.228	nan	nan	9,9,9,	639.506,639.776,640.094,	9	642.23	54.64	183.02	44.67	223.87	0.881	1.653	2.386
1	2	2	217	666.389	644.667	646.803	648.533	nan	nan	nan	nan	nan	nan	54.64	122.32	81.75	149.62	1.185	1.73	2.412
1	2	2	218	666.389	654.008	656.245	656.904	nan	nan	9,9,9,9,	657.154,657.535,657.841,658.584,	9	659.905	66.83	183.02	81.75	122.32	1.286	0.659	3.01
1	2	2	219	666.389	662.966	665.849	667.386	nan	nan	9,9,9,9,	667.903,668.326,668.616,669.169,	9	670.388	81.75	183.02	54.64	223.87	1.932	1.537	2.952
1	2	2	220	666.389	673.391	676.13	677.184	nan	nan	nan	nan	nan	nan	54.64	149.62	44.67	183.02	1.788	1.055	2.257
1	2	2	221	666.389	682.509	684.167	685.926	nan	nan	nan	nan	nan	nan	66.83	183.02	54.64	223.87	0.707	1.759	3.756
1	2	2	222	666.389	692.746	695.541	697.261	nan	nan	9,9,	697.540,697.972,	9	700.262	81.75	122.32	54.64	223.87	1.846	1.72	2.051
1	2	2	223	666.389	702.366	704.038	706.009	nan	nan	9,9,9,	707.206,707.587,707.897,	9	709.01	66.83	149.62	54.64	183.02	0.722	1.971	3.878
1	2	2	224	666.389	712.941	715.302	716.129	nan	nan	8,	717.894,	8	719.131	44.67	183.02	81.75	149.62	1.412	0.828	3.145
1	2	2	225	666.389	722.328	724.343	725.787	nan	nan	8,8,8,	726.256,726.625,727.224,	8	728.789	66.83	122.32	44.67	183.02	1.064	1.445	2.746
1	2	2	226	666.389	731.589	734.301	735.332	nan	nan	9,9,9,9,9,	735.561,735.854,736.156,736.439,736.702,	9	738.333	54.64	149.62	44.67	223.87	1.764	1.031	2.244
1	2	2	227	666.389	740.631	742.408	743.766	nan	nan	9,9,9,9,	744.021,744.409,744.711,744.989,	9	746.768	81.75	122.32	66.83	223.87	0.828	1.359	3.994
1	2	2	228	666.389	750.815	752.476	753.342	nan	nan	8,	754.990,	8	756.343	54.64	122.32	66.83	183.02	0.712	0.867	2.277
