subjID	session	Block	trialCount	earnings	Gam1Onset	Gam2Onset	FBOnset	KPs	RT	KPlate	RTlate	KP_Final	SLOnset	Gam1_1	Gam1_2	Gam2_1	Gam2_2	jit1	jit2	jit3	
17	2.000	1.000	1.000	544.886	88.640	90.948	91.568	nan	nan	8.000	94.617	nan	nan	183.020	66.830	223.870	66.830	1.320	0.621	2.103	
17	2.000	1.000	2.000	544.886	96.731	98.695	99.976	8,	100.468,	nan	nan	8.000	102.989	81.750	149.620	66.830	122.320	0.973	1.281	2.347	
17	2.000	1.000	3.000	544.886	105.347	107.572	108.617	9,	109.189,	nan	nan	9.000	111.630	54.640	223.870	44.670	149.620	1.233	1.045	2.199	
17	2.000	1.000	4.000	544.886	113.845	116.764	117.543	9,	118.924,	nan	nan	9.000	120.556	66.830	223.870	44.670	149.620	1.932	0.780	2.469	
17	2.000	1.000	5.000	544.886	123.036	125.097	126.450	nan	nan	nan	nan	nan	nan	54.640	183.020	44.670	149.620	1.069	1.354	3.209	
17	2.000	1.000	6.000	544.886	132.714	134.262	135.953	9,	136.350,	nan	nan	9.000	138.971	81.750	223.870	44.670	183.020	0.568	1.691	3.447	
17	2.000	1.000	7.000	544.886	142.429	144.378	146.315	8,	146.619,	nan	nan	8.000	149.333	66.830	183.020	44.670	122.320	0.958	1.937	2.559	
17	2.000	1.000	8.000	544.886	151.917	154.490	155.018	9,	155.361,	nan	nan	9.000	158.031	81.750	223.870	66.830	149.620	1.595	0.529	2.373	
17	2.000	1.000	9.000	544.886	160.416	162.249	163.515	8,	163.990,	nan	nan	8.000	166.534	66.830	149.620	54.640	122.320	0.842	1.267	3.273	
17	2.000	1.000	10.000	544.886	169.846	172.091	174.013	9,	174.414,	nan	nan	9.000	177.027	81.750	223.870	66.830	183.020	1.281	1.923	2.418	
17	2.000	1.000	11.000	544.886	179.471	181.347	182.942	8,	183.296,	nan	nan	8.000	185.955	81.750	149.620	54.640	122.320	0.900	1.595	2.598	
17	2.000	1.000	12.000	544.886	188.563	190.484	191.336	8,	192.509,	nan	nan	8.000	194.354	66.830	149.620	44.670	122.320	0.929	0.852	2.309	
17	2.000	1.000	13.000	544.886	196.701	198.203	199.156	9,	200.388,	nan	nan	9.000	202.175	81.750	223.870	44.670	122.320	0.539	0.953	2.129	
17	2.000	1.000	14.000	544.886	204.314	205.811	207.642	8,	208.193,	nan	nan	8.000	210.655	183.020	149.620	223.870	149.620	0.505	1.831	3.074	
17	2.000	1.000	15.000	544.886	213.740	215.342	217.317	8,	217.756,	nan	nan	8.000	220.336	81.750	149.620	44.670	122.320	0.611	1.976	3.190	
17	2.000	1.000	16.000	544.886	223.551	226.397	228.059	9,	228.509,	nan	nan	9.000	231.078	81.750	183.020	66.830	149.620	1.870	1.662	3.010	
17	2.000	1.000	17.000	544.886	234.098	236.057	237.753	nan	nan	nan	nan	nan	nan	54.640	183.020	44.670	122.320	0.968	1.696	3.582	
17	2.000	1.000	18.000	544.886	244.395	245.999	246.653	8,	247.886,	nan	nan	8.000	249.670	81.750	149.620	44.670	223.870	0.630	0.654	2.971	
17	2.000	1.000	19.000	544.886	252.655	254.351	255.922	9,	256.314,	nan	nan	9.000	258.940	81.750	149.620	44.670	183.020	0.707	1.571	3.627	
