subjID	session	Block	trialCount	earnings	Gam1Onset	Gam2Onset	FBOnset	KPs	RT	KPlate	RTlate	KP_Final	SLOnset	Gam1_1	Gam1_2	Gam2_1	Gam2_2	jit1	jit2	jit3	
9	2.000	1.000	1.000	1219.811	87.959	89.458	90.888	9,9,9,9,9,9,	91.203,91.671,91.940,92.194,92.438,92.692,	9.000	93.905	9.000	93.905	183.020	44.670	223.870	44.670	0.500	1.431	3.614	
9	2.000	1.000	2.000	1219.811	97.531	99.465	100.239	9,9,9,9,9,9,9,9,9,	100.270,100.512,100.744,100.972,101.196,101.400,101.621,101.835,102.054,	9.000	103.257	9.000	103.257	54.640	223.870	44.670	122.320	0.944	0.775	3.055	
9	2.000	1.000	3.000	1219.811	106.323	109.261	109.929	9,9,9,9,9,9,9,9,	110.143,110.408,110.628,110.856,111.071,111.281,111.514,111.736,	9.000	112.948	9.000	112.948	54.640	149.620	44.670	122.320	1.947	0.669	3.376	
9	2.000	1.000	4.000	1219.811	116.335	118.198	119.083	9,9,9,9,9,9,9,	119.575,119.786,120.005,120.217,120.431,120.849,121.052,	9.000	122.097	9.000	122.097	81.750	149.620	54.640	122.320	0.871	0.886	2.354	
9	2.000	1.000	5.000	1219.811	124.461	126.773	128.512	9,9,9,9,9,9,9,9,9,9,	128.643,128.843,129.034,129.245,129.464,129.667,129.877,130.080,130.286,130.505,	9.000	131.530	9.000	131.530	66.830	183.020	44.670	149.620	1.320	1.740	3.241	
9	2.000	1.000	6.000	1219.811	134.782	137.740	139.262	9,9,9,9,9,9,9,9,9,	139.446,139.654,140.061,140.272,140.462,140.641,140.844,141.037,141.255,	9.000	142.282	9.000	142.282	54.640	183.020	44.670	122.320	1.966	1.523	3.132	
9	2.000	1.000	7.000	1219.811	145.425	147.118	148.510	9,9,9,9,9,9,	148.997,149.443,149.697,149.931,150.164,150.433,	9.000	151.529	9.000	151.529	81.750	149.620	66.830	122.320	0.703	1.392	2.682	
9	2.000	1.000	8.000	1219.811	154.221	157.212	158.165	8,8,8,8,8,8,	158.511,158.787,159.065,159.283,159.765,159.974,	8.000	161.178	8.000	161.178	66.830	183.020	54.640	122.320	2.000	0.953	2.810	
9	2.000	1.000	9.000	1219.811	164.000	165.616	166.878	9,9,9,9,9,9,9,9,	166.991,167.243,167.476,167.711,167.976,168.382,168.589,168.814,	9.000	169.896	9.000	169.896	66.830	223.870	44.670	149.620	0.625	1.262	2.547	
9	2.000	1.000	10.000	1219.811	172.454	175.223	175.964	9,9,9,9,9,9,9,9,9,	176.130,176.376,176.607,176.831,177.077,177.307,177.508,177.734,177.949,	9.000	178.975	9.000	178.976	54.640	223.870	44.670	149.620	1.778	0.741	3.183	
